,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21
2005-01-06 20:00:00,15.38,193.259,208.527,541.0,9.74,202.999,208.527,4.334,80.283,27.516,109.745,137.948,20.165,17.608,56.491,27.851,30.358,216.783,71.222,93.803,2273.539
2005-01-06 21:00:00,14.376,187.379,202.182,539.0,8.787,196.166,202.182,4.041,80.409,25.809,101.884,127.265,19.225,16.082,52.707,25.229,28.514,198.04,65.131,88.376,2182.784
2005-01-06 22:00:00,12.842,172.302,185.914,473.0,7.688,179.989,185.914,3.639,80.808,23.558,91.473,114.208,19.086,15.262,53.407,24.256,27.216,185.48,62.692,86.245,2004.979
2005-01-06 23:00:00,11.264,156.559,168.927,432.0,6.68,163.238,168.927,3.274,81.207,21.066,81.418,100.637,16.79,12.709,49.273,21.708,24.238,165.4,54.079,78.842,1818.236
2005-01-07 00:00:00,10.037,152.675,164.737,383.0,6.105,158.78,164.737,3.087,81.459,19.127,74.633,91.063,15.514,10.996,45.516,20.101,22.526,153.55,49.133,74.207,1700.9830000000002
2005-01-07 01:00:00,9.925,149.736,161.566,377.0,5.999,155.735,161.566,3.064,81.249,18.349,72.187,87.108,15.14,10.252,44.746,19.797,21.306,149.696,47.393,72.031,1663.8449999999998
2005-01-07 02:00:00,9.819,149.085,160.862,362.0,6.037,155.121,160.862,3.113,80.661,18.389,72.045,87.297,15.195,10.036,44.783,20.08,21.002,150.743,47.619,71.451,1646.1999999999996
2005-01-07 03:00:00,10.32,150.112,161.971,369.0,6.213,156.325,161.971,3.246,80.766,18.256,73.823,89.299,15.379,10.295,46.847,21.133,20.966,157.416,49.215,72.308,1674.861
2005-01-07 04:00:00,11.1,157.236,169.658,403.0,6.84,164.076,169.658,3.503,78.813,18.91,77.671,93.879,16.401,11.294,46.032,22.947,21.802,172.273,52.924,76.518,1774.535
2005-01-07 05:00:00,13.512,170.109,183.548,437.0,7.971,178.08,183.548,3.816,67.851,21.763,87.67,107.781,16.855,12.535,47.319,24.623,24.421,189.465,58.715,79.525,1916.107
2005-01-07 06:00:00,16.639,193.841,209.155,536.0,9.545,203.386,209.155,4.347,64.68,25.456,106.994,136.018,20.869,16.388,59.899,30.457,29.673,229.661,75.359,95.121,2272.643
2005-01-07 07:00:00,17.572,205.841,222.102,560.0,9.743,215.584,222.102,4.391,65.877,28.207,115.835,143.505,22.723,16.981,63.482,32.62,30.492,240.602,78.155,102.198,2398.012
2005-01-07 08:00:00,15.856,200.897,216.768,573.0,9.141,210.038,216.768,4.214,65.772,27.02,109.845,131.666,21.649,15.871,60.459,30.823,29.147,227.177,71.677,97.105,2334.893
2005-01-07 09:00:00,15.458,196.621,212.155,570.0,8.563,205.185,212.155,4.124,65.331,26.48,106.134,123.175,21.17,15.357,57.411,29.123,28.885,217.13,68.465,94.537,2277.459
2005-01-07 10:00:00,15.076,196.387,211.902,552.0,8.072,204.459,211.902,4.043,64.785,25.308,92.725,119.8,20.606,14.908,55.757,27.581,27.674,208.778,64.981,91.597,2218.341
2005-01-07 11:00:00,14.808,190.26,205.29,516.0,7.425,197.684,205.29,3.853,64.743,25.458,89.761,113.902,19.993,14.029,52.984,25.939,27.035,199.58,61.447,87.585,2123.066
2005-01-07 12:00:00,14.05,183.079,197.543,526.0,7.056,190.135,197.543,3.757,64.659,24.428,93.627,110.057,19.568,13.685,49.734,24.342,25.71,188.454,57.997,85.027,2076.4510000000005
2005-01-07 13:00:00,13.465,182.37,196.777,515.0,6.943,189.312,196.777,3.714,64.701,25.111,91.19,106.115,19.234,13.1,48.492,23.558,25.147,184.792,57.143,85.381,2048.322
2005-01-07 14:00:00,13.298,185.725,200.398,508.0,7.239,192.964,200.398,3.736,64.47,23.683,90.559,104.833,18.81,12.898,47.923,23.468,25.257,183.983,58.693,85.99,2052.325
2005-01-07 15:00:00,13.995,186.965,201.735,543.0,7.637,194.602,201.735,3.801,64.575,24.182,93.243,109.657,18.977,13.371,48.319,24.927,26.161,189.069,60.747,86.274,2112.972
2005-01-07 16:00:00,15.281,192.022,207.192,582.0,8.59,200.612,207.192,4.162,64.722,26.374,99.957,124.841,20.101,15.799,50.989,27.476,28.188,205.677,65.117,89.86,2236.1520000000005
2005-01-07 17:00:00,17.11,204.486,220.64,616.0,9.815,214.301,220.64,4.527,64.932,29.285,113.794,145.849,21.902,19.915,57.891,31.614,31.883,230.925,75.696,97.177,2428.382
2005-01-07 18:00:00,17.689,200.805,216.67,635.0,10.096,210.901,216.67,4.579,64.302,30.657,118.188,151.523,22.599,21.521,60.659,32.884,33.047,239.379,79.656,97.373,2464.1980000000003
2005-01-07 19:00:00,17.413,200.112,215.922,651.0,9.845,209.958,215.922,4.511,63.861,30.385,116.631,149.066,21.778,21.41,59.91,32.167,32.279,233.651,78.129,94.291,2458.241
2005-01-07 20:00:00,17.137,190.703,205.769,632.0,9.327,200.03,205.769,4.357,64.701,29.461,114.024,144.835,21.185,21.114,58.843,31.279,31.69,226.617,76.584,91.774,2377.199
2005-01-07 21:00:00,16.345,184.776,199.373,595.0,8.581,193.356,199.373,4.128,64.722,28.656,109.389,137.92,20.041,20.234,56.472,30.056,31.131,215.39,73.069,87.424,2275.436
2005-01-07 22:00:00,15.253,173.181,186.863,530.0,7.894,181.075,186.863,3.904,65.268,27.013,102.667,128.971,20.896,20.981,59.71,30.4,30.337,213.195,75.961,87.97,2148.402
2005-01-07 23:00:00,14.118,158.223,170.722,469.0,7.169,165.392,170.722,3.586,64.953,24.9,94.667,118.619,19.023,19.07,56.502,28.134,28.479,196.754,69.92,81.336,1961.289
2005-01-08 00:00:00,13.074,151.0,162.929,434.0,6.697,157.697,162.929,3.331,62.958,22.991,88.293,109.437,17.342,17.368,53.353,26.268,26.992,183.331,64.727,76.445,1841.162
2005-01-08 01:00:00,12.484,146.971,158.581,409.0,6.309,153.28,158.581,3.296,65.352,22.103,84.908,104.194,16.608,16.543,52.427,25.42,26.122,176.364,61.776,73.487,1773.8060000000005
2005-01-08 02:00:00,12.387,144.459,155.872,413.0,6.313,150.772,155.872,3.204,65.457,21.873,83.38,101.621,16.247,16.044,52.163,25.223,25.343,172.684,60.723,71.958,1754.595
2005-01-08 03:00:00,12.565,145.181,156.65,395.0,6.264,151.444,156.65,3.204,65.562,21.67,82.837,100.718,16.288,15.916,53.215,25.198,25.046,174.31,61.012,72.408,1741.138
2005-01-08 04:00:00,12.847,145.631,157.137,409.0,6.478,152.109,157.137,3.378,65.121,21.763,83.705,101.047,16.578,16.204,53.043,25.68,25.323,179.712,63.033,73.91,1768.836
2005-01-08 05:00:00,13.744,151.192,163.137,437.0,6.848,158.04,163.137,3.474,65.373,22.089,87.446,105.089,15.815,15.241,49.561,25.44,24.791,178.541,59.687,71.931,1817.576
2005-01-08 06:00:00,14.998,157.855,170.326,483.0,7.384,165.239,170.326,3.664,65.394,22.305,91.183,113.259,16.773,16.042,54.028,27.488,26.229,191.545,65.456,76.556,1939.05
2005-01-08 07:00:00,16.968,168.382,181.685,533.0,8.453,176.835,181.685,3.955,65.562,23.658,97.538,123.541,18.383,17.697,58.468,29.853,28.087,210.831,73.105,82.495,2100.181
2005-01-08 08:00:00,18.198,179.022,193.166,598.0,9.554,188.576,193.166,4.257,68.439,24.991,106.38,135.091,20.115,19.682,62.64,32.272,30.379,228.017,80.638,88.519,2281.102
2005-01-08 09:00:00,19.096,186.765,201.519,617.0,10.241,197.005,201.519,4.439,80.913,25.575,111.831,144.687,21.386,20.392,65.187,33.585,31.419,238.886,84.103,91.808,2387.356
2005-01-08 10:00:00,19.33,188.655,203.56,605.0,10.123,198.778,203.56,4.419,81.417,25.264,111.889,146.526,21.373,19.703,63.693,32.805,30.923,238.249,83.69,89.05,2378.007
2005-01-08 11:00:00,17.024,175.745,189.629,568.0,9.37,185.115,189.629,4.134,80.661,24.151,109.594,143.659,20.376,17.309,60.605,31.555,30.166,230.956,81.327,82.884,2251.889
2005-01-08 12:00:00,14.648,162.188,175.001,523.0,8.451,170.639,175.001,4.092,80.556,23.331,106.432,138.744,19.121,16.198,56.407,30.48,29.412,213.902,75.566,78.171,2101.34
2005-01-08 13:00:00,12.986,159.922,172.557,502.0,7.547,167.47,172.557,4.028,79.884,23.456,102.227,132.24,18.18,15.547,52.803,27.687,27.845,188.017,67.3,74.197,2008.45
2005-01-08 14:00:00,12.334,156.287,168.635,477.0,7.094,163.381,168.635,4.009,80.262,22.84,98.663,128.792,17.3,15.556,50.828,24.611,27.121,171.231,61.549,72.156,1928.284
2005-01-08 15:00:00,12.383,154.362,166.556,460.0,6.957,161.318,166.556,4.079,79.863,22.172,96.79,126.345,17.281,15.705,49.058,23.306,26.885,165.024,58.822,71.985,1885.447
2005-01-08 16:00:00,12.969,161.939,174.733,517.0,7.62,169.559,174.733,4.299,80.724,22.529,98.284,129.087,18.29,16.382,49.813,24.64,27.038,172.985,60.618,75.187,1998.429
2005-01-08 17:00:00,15.004,176.7,190.659,574.0,8.998,185.698,190.659,4.56,76.902,24.945,108.342,144.904,20.605,18.025,55.326,28.864,29.265,201.855,70.301,85.436,2211.048
2005-01-08 18:00:00,16.588,179.686,193.881,584.0,9.678,189.364,193.881,4.644,64.428,25.824,113.777,151.254,21.912,18.763,59.634,31.091,30.312,217.09,76.678,89.579,2272.0640000000003
2005-01-08 19:00:00,16.558,175.735,189.619,623.0,9.486,185.221,189.619,4.557,64.176,25.447,111.554,149.174,21.503,18.563,59.416,30.807,29.259,217.626,76.08,88.273,2285.673
2005-01-08 20:00:00,16.712,172.495,186.123,613.0,9.315,181.81,186.123,4.42,64.218,25.094,109.183,145.869,21.286,18.475,59.372,30.536,28.688,216.779,75.635,87.103,2252.2360000000003
2005-01-08 21:00:00,16.369,169.31,182.686,570.0,8.921,178.231,182.686,4.086,63.462,24.787,104.998,140.328,20.47,17.88,58.247,29.907,28.233,211.741,73.413,85.035,2170.7899999999995
2005-01-08 22:00:00,15.928,158.075,170.563,496.0,8.236,166.311,170.563,3.973,64.575,24.136,100.408,133.298,21.76,19.143,63.274,30.753,28.457,217.436,78.632,86.737,2058.2580000000003
2005-01-08 23:00:00,15.052,149.868,161.707,484.0,7.628,157.495,161.707,3.61,64.995,22.881,94.019,123.613,20.365,18.091,60.745,29.09,27.503,207.891,75.134,81.485,1966.879
2005-01-09 00:00:00,14.573,145.837,157.358,441.0,7.215,153.052,157.358,3.4,65.142,21.669,88.437,116.612,19.134,17.301,59.208,28.069,26.511,200.991,72.625,77.956,1873.448
2005-01-09 01:00:00,14.635,143.394,154.722,412.0,7.097,150.491,154.722,3.23,65.709,20.858,84.976,110.472,18.535,16.913,58.412,28.095,25.861,200.572,71.81,76.651,1819.155
2005-01-09 02:00:00,15.355,142.074,153.298,406.0,7.193,149.267,153.298,3.181,66.003,20.585,84.137,108.072,18.482,17.462,58.852,28.583,25.915,205.658,72.623,76.841,1812.879
2005-01-09 03:00:00,16.199,143.881,155.248,414.0,7.458,151.339,155.248,3.152,66.045,20.535,85.254,108.989,18.919,17.794,61.567,29.596,26.33,214.23,75.151,77.774,1848.709
2005-01-09 04:00:00,17.071,145.234,156.707,424.0,7.785,153.019,156.707,3.315,65.793,20.685,87.943,111.997,19.425,18.56,62.03,30.927,27.591,223.729,79.067,80.309,1891.894
2005-01-09 05:00:00,18.586,149.159,160.942,471.0,8.354,157.512,160.942,3.373,65.772,21.44,92.732,116.792,18.58,17.899,58.643,30.428,28.223,223.559,76.8,79.432,1960.168
2005-01-09 06:00:00,20.377,158.111,170.603,498.0,9.077,167.188,170.603,3.608,66.108,22.916,99.563,125.599,19.924,19.832,63.228,32.406,30.916,240.274,84.108,85.499,2087.94
2005-01-09 07:00:00,22.984,170.118,183.557,595.0,10.742,180.859,183.557,3.962,65.835,24.957,108.747,137.455,22.271,22.927,70.219,35.654,34.609,265.989,95.558,93.843,2328.843
2005-01-09 08:00:00,24.378,183.719,198.233,685.0,11.754,195.473,198.233,4.47,64.05,27.153,118.082,151.36,24.463,25.681,75.395,38.085,36.943,283.307,104.02,99.731,2549.5300000000007
2005-01-09 09:00:00,21.682,188.299,203.175,677.0,11.99,200.289,203.175,4.592,64.869,27.61,119.833,158.032,24.313,24.64,70.932,36.623,35.15,269.945,97.213,95.63,2534.9920000000006
2005-01-09 10:00:00,18.673,186.264,200.979,604.0,11.32,197.583,200.979,4.307,64.239,26.648,115.792,156.802,22.135,22.305,63.448,33.366,32.285,246.788,85.42,87.887,2381.2200000000007
2005-01-09 11:00:00,16.682,183.261,197.74,536.0,10.745,194.006,197.74,4.114,64.008,25.29,112.029,152.065,20.112,20.285,57.36,30.533,29.224,229.63,75.782,83.773,2240.3790000000004
2005-01-09 12:00:00,15.339,180.883,195.173,537.0,10.193,191.076,195.173,3.959,64.155,24.282,110.451,149.563,19.266,19.419,53.878,29.539,27.72,219.535,72.01,82.987,2201.601
2005-01-09 13:00:00,14.215,178.559,192.665,512.0,9.943,188.502,192.665,3.831,64.995,23.807,108.046,146.455,18.681,18.208,51.078,28.258,26.846,209.47,66.718,79.593,2134.535
2005-01-09 14:00:00,13.39,174.984,188.808,496.0,9.814,184.798,188.808,3.657,65.016,23.156,105.711,143.081,17.97,17.175,49.152,27.536,26.069,200.419,63.152,77.131,2075.827
2005-01-09 15:00:00,13.181,173.836,187.569,460.0,9.74,183.576,187.569,3.6,65.31,23.062,105.187,144.968,17.611,17.021,48.652,28.078,25.798,196.444,61.836,76.585,2029.623
2005-01-09 16:00:00,13.94,180.446,194.701,473.0,10.082,190.527,194.701,3.785,65.772,23.907,109.148,151.249,18.207,18.411,50.764,29.972,27.128,207.779,66.073,81.11,2110.702
2005-01-09 17:00:00,16.447,192.907,208.148,543.0,11.023,203.931,208.148,4.299,65.604,26.42,119.586,165.165,20.912,21.966,58.829,34.431,31.057,241.216,79.741,92.614,2345.444
2005-01-09 18:00:00,18.63,196.872,212.425,603.0,11.835,208.706,212.425,4.59,65.835,28.075,122.574,169.662,22.661,24.359,64.372,36.665,33.665,262.048,89.078,98.121,2485.5980000000004
2005-01-09 19:00:00,19.172,200.768,216.629,601.0,11.871,212.639,216.629,4.632,65.667,27.621,121.03,166.831,22.684,24.868,66.551,37.058,34.186,266.81,91.148,97.702,2505.496
2005-01-09 20:00:00,19.287,197.041,212.608,595.0,11.652,208.693,212.608,4.441,65.835,27.231,117.696,161.347,22.364,24.949,67.274,36.979,34.536,262.863,90.977,96.779,2470.16
2005-01-09 21:00:00,18.641,190.049,205.064,590.0,10.721,200.77,205.064,4.157,66.57,26.264,109.489,148.516,21.171,23.763,64.999,35.418,33.421,251.533,87.188,92.472,2385.2700000000004
2005-01-09 22:00:00,17.122,180.129,194.36,505.0,9.57,189.699,194.36,3.986,66.087,24.83,101.023,135.498,21.79,24.47,68.177,35.353,33.189,247.025,89.399,91.665,2232.732
2005-01-09 23:00:00,15.826,167.719,180.969,469.0,8.779,176.498,180.969,3.589,66.213,23.647,93.003,122.003,20.02,22.437,63.853,33.268,31.318,231.509,82.196,84.006,2076.822
2005-01-10 00:00:00,15.537,164.656,177.664,430.0,8.242,172.898,177.664,3.446,66.234,22.581,88.274,114.2,18.836,21.212,61.645,32.132,30.601,224.996,78.965,80.276,1990.059
2005-01-10 01:00:00,16.044,162.312,175.135,418.0,8.251,170.563,175.135,3.417,65.688,22.765,88.265,112.938,18.558,21.292,61.837,31.896,30.737,225.333,79.389,79.568,1967.123
2005-01-10 02:00:00,16.53,163.665,176.595,403.0,8.336,172.002,176.595,3.351,66.108,23.269,89.79,114.581,18.749,21.785,62.414,32.028,30.548,228.522,80.238,79.855,1967.961
2005-01-10 03:00:00,17.259,166.588,179.749,429.0,8.711,175.299,179.749,3.457,66.36,23.424,92.134,117.054,19.167,22.462,63.473,32.425,31.368,230.406,82.54,81.307,2021.932
2005-01-10 04:00:00,18.372,173.513,187.22,447.0,9.365,182.878,187.22,3.766,66.549,23.992,95.35,120.917,20.156,24.135,66.399,33.517,33.244,240.829,86.944,85.102,2106.468
2005-01-10 05:00:00,20.368,185.124,199.75,493.0,10.59,195.715,199.75,3.988,66.465,26.72,105.895,134.144,20.492,24.312,66.156,33.507,35.743,247.473,88.804,88.796,2246.792
2005-01-10 06:00:00,23.591,208.677,225.162,565.0,12.184,220.861,225.162,4.538,66.78,30.216,125.469,160.843,24.433,27.603,76.938,37.525,40.412,277.932,102.868,103.808,2560.002
2005-01-10 07:00:00,23.46,219.919,237.293,617.0,11.986,231.905,237.293,4.612,66.843,32.13,131.151,160.713,25.532,26.439,78.922,38.389,39.126,276.761,100.486,107.612,2667.572
2005-01-10 08:00:00,20.327,212.058,228.811,571.0,10.839,222.897,228.811,4.163,64.554,29.575,120.841,143.108,23.347,23.419,72.994,34.476,36.23,251.641,87.821,99.172,2486.084
2005-01-10 09:00:00,17.109,201.479,217.396,531.0,9.592,211.071,217.396,3.906,63.84,26.666,112.317,134.461,22.088,20.579,67.624,30.734,33.095,225.053,77.414,92.863,2315.683
2005-01-10 10:00:00,14.452,194.881,210.276,494.0,8.373,203.253,210.276,3.674,64.806,25.677,106.875,127.412,20.363,18.964,62.386,27.4,30.469,202.352,69.031,86.569,2181.4890000000005
2005-01-10 11:00:00,12.831,185.378,200.023,473.0,7.524,192.902,200.023,3.453,64.869,26.057,101.202,119.798,18.831,17.681,56.998,24.689,28.603,184.903,62.908,83.19,2064.863
2005-01-10 12:00:00,11.906,179.414,193.588,467.0,6.98,186.394,193.588,3.226,64.869,25.173,94.852,113.535,17.696,16.14,52.364,22.574,26.828,169.351,57.476,80.106,1983.06
2005-01-10 13:00:00,11.163,175.42,189.279,429.0,6.327,181.747,189.279,3.089,69.237,24.462,93.806,110.301,17.165,14.523,50.343,21.277,25.519,161.727,53.84,77.57,1905.074
2005-01-10 14:00:00,10.616,170.118,183.557,400.0,6.119,176.237,183.557,3.072,68.67,23.934,90.278,105.161,16.682,13.769,47.807,20.44,24.964,155.668,52.036,76.44,1829.125
2005-01-10 15:00:00,10.685,170.366,183.826,423.0,6.335,176.701,183.826,3.168,71.526,24.004,90.982,105.462,16.48,13.705,47.179,21.056,25.399,158.997,53.14,76.49,1862.3270000000005
2005-01-10 16:00:00,11.855,175.215,189.058,460.0,7.321,182.536,189.058,3.466,81.396,25.596,97.704,118.254,17.358,14.736,49.22,23.304,26.525,174.288,57.81,80.159,1984.859
2005-01-10 17:00:00,14.702,196.298,211.806,522.0,9.168,205.466,211.806,4.029,82.782,29.45,112.865,144.033,20.122,19.206,56.91,29.165,30.638,208.399,72.177,93.199,2274.221
2005-01-10 18:00:00,16.713,195.286,210.714,576.0,10.17,205.456,210.714,4.426,83.475,31.307,121.283,157.226,22.012,21.974,62.934,31.825,33.351,229.33,81.67,98.24,2404.106
2005-01-10 19:00:00,16.951,198.614,214.305,545.0,10.156,208.77,214.305,4.475,83.832,31.417,122.342,159.255,21.774,22.666,63.985,32.637,33.97,233.099,82.64,97.981,2398.174
2005-01-10 20:00:00,16.28,191.354,206.471,549.0,9.822,201.176,206.471,4.308,83.118,30.764,119.425,156.367,21.318,22.313,63.71,31.867,33.98,227.332,80.673,95.072,2350.821
2005-01-10 21:00:00,15.223,183.927,198.458,548.0,9.004,192.931,198.458,3.984,82.908,29.735,113.034,146.958,19.694,20.978,61.145,29.964,32.867,211.608,75.139,89.888,2263.903
2005-01-10 22:00:00,13.593,169.826,183.243,479.0,7.7,177.526,183.243,3.658,82.887,27.632,103.855,134.532,19.872,21.129,62.478,29.476,31.98,202.402,75.819,87.629,2097.48
2005-01-10 23:00:00,12.075,157.528,169.973,426.0,6.87,164.398,169.973,3.269,82.95,25.325,94.801,121.03,17.568,19.122,58.065,27.157,29.696,186.167,69.31,79.714,1920.991
2005-01-11 00:00:00,11.17,151.693,163.677,382.0,6.336,158.029,163.677,3.097,83.244,23.639,89.194,111.658,16.204,17.74,55.345,25.932,28.878,175.989,65.328,75.033,1807.863
2005-01-11 01:00:00,11.423,152.467,164.512,384.0,6.264,158.731,164.512,3.016,83.454,23.277,87.493,108.183,15.772,17.509,55.162,25.727,27.994,173.785,64.764,73.172,1801.217
2005-01-11 02:00:00,11.887,149.753,161.583,367.0,6.316,156.068,161.583,2.986,83.286,23.246,88.237,109.163,15.852,17.746,55.927,26.368,28.266,177.52,66.476,72.669,1781.932
2005-01-11 03:00:00,12.43,151.945,163.948,379.0,6.462,158.407,163.948,3.05,82.719,23.255,90.311,112.557,16.25,18.816,57.872,27.688,29.289,185.889,69.535,73.505,1826.876
2005-01-11 04:00:00,13.399,158.886,171.439,417.0,7.091,165.977,171.439,3.3,82.803,24.505,93.424,117.001,17.117,20.527,61.42,29.841,31.669,202.352,75.754,76.968,1941.912
2005-01-11 05:00:00,16.126,172.623,186.261,449.0,8.089,180.712,186.261,3.651,82.866,27.894,102.621,129.231,17.924,21.712,62.183,31.357,35.007,215.91,81.245,80.53,2091.2030000000004
2005-01-11 06:00:00,19.291,191.212,206.318,523.0,9.771,200.983,206.318,4.152,82.782,31.632,123.152,156.051,22.037,25.959,73.716,36.451,40.157,254.91,98.534,96.374,2402.8
2005-01-11 07:00:00,20.016,202.649,218.659,558.0,9.76,212.409,218.659,4.185,82.656,33.334,130.687,159.88,23.348,25.514,75.47,38.041,39.75,260.845,99.416,101.682,2514.96
2005-01-11 08:00:00,18.06,199.104,214.833,526.0,9.148,208.251,214.833,3.96,83.034,30.875,122.203,145.701,21.68,23.025,70.582,34.995,37.339,242.022,89.774,95.749,2391.168
2005-01-11 09:00:00,16.465,195.487,210.93,523.0,8.623,204.11,210.93,3.885,80.871,29.728,115.247,137.233,20.765,20.82,63.77,31.457,33.891,226.256,80.997,91.691,2306.1559999999995
2005-01-11 10:00:00,14.987,194.781,210.169,489.0,8.036,202.817,210.169,3.791,79.17,28.888,109.602,129.685,20.261,18.597,59.228,29.319,31.776,212.602,73.466,89.859,2216.203
2005-01-11 11:00:00,14.087,192.287,207.478,481.0,7.73,200.017,207.478,3.688,71.001,28.043,103.937,120.904,19.665,17.288,56.127,27.517,30.191,199.686,67.521,88.431,2144.076
2005-01-11 12:00:00,12.515,191.962,207.127,457.0,7.713,199.675,207.127,3.749,64.176,27.534,99.767,116.404,18.997,15.779,52.537,26.0,28.55,194.664,62.594,86.827,2080.697
2005-01-11 13:00:00,11.772,190.992,206.081,449.0,7.332,198.324,206.081,3.654,53.277,27.102,99.52,117.62,18.205,15.076,50.581,26.019,27.94,190.509,60.002,84.829,2043.916
2005-01-11 14:00:00,10.76,186.806,201.565,438.0,7.009,193.815,201.565,3.593,49.035,27.014,99.774,118.244,17.858,14.28,49.209,25.262,27.116,184.254,57.534,84.234,1996.927
2005-01-11 15:00:00,10.897,184.917,199.526,459.0,7.27,192.187,199.526,3.506,48.552,27.081,101.402,121.968,17.553,14.666,49.592,25.291,27.706,185.377,57.956,83.25,2017.2229999999995
2005-01-11 16:00:00,12.569,188.634,203.537,499.0,7.899,196.533,203.537,3.864,47.019,28.071,106.961,134.011,18.646,16.529,51.941,27.055,28.877,195.46,63.937,87.837,2121.917
2005-01-11 17:00:00,15.218,200.894,216.766,550.0,9.407,210.302,216.766,4.328,46.641,31.214,118.624,153.748,20.983,20.599,59.334,31.778,32.675,223.247,76.687,97.802,2337.013
2005-01-11 18:00:00,16.849,203.843,219.948,586.0,10.249,214.092,219.948,4.642,52.017,32.716,122.696,161.181,22.132,23.177,64.784,33.614,35.105,238.887,85.414,101.316,2448.61
2005-01-11 19:00:00,16.745,201.573,217.498,580.0,10.066,211.639,217.498,4.543,62.076,31.958,120.331,158.196,21.813,23.518,65.726,33.051,35.481,236.816,85.553,100.124,2434.2049999999995
2005-01-11 20:00:00,16.431,195.834,211.306,595.0,9.619,205.453,211.306,4.361,63.231,30.598,115.429,151.364,21.157,23.065,64.668,31.551,35.171,226.923,83.119,96.313,2391.899000000001
2005-01-11 21:00:00,15.482,183.418,197.908,532.0,8.56,191.978,197.908,3.957,63.378,29.173,107.471,139.686,19.523,21.883,61.802,29.18,34.369,208.303,76.67,90.161,2212.81
